GENE SYMBOL,HAPLOINSUFFICIENCY,TRIPLOSENSITIVITY,ONLINE REPORT,DATE
CTNND2,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CTNND2&subject=,2017-05-31T12:31:32.000-0400
CTNS,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CTNS&subject=,2017-06-01T00:50:26.000-0400
CTSB,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CTSB&subject=,2017-05-10T14:38:01.000-0400
CUBN,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CUBN&subject=,2018-10-18T09:12:58.000-0400
CUL3,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CUL3&subject=,2018-01-24T12:47:57.000-0500
CUL4B,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CUL4B&subject=,2019-08-22T11:37:17.000-0400
CYB5A,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CYB5A&subject=,2018-10-23T10:59:29.000-0400
CYBB,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CYBB&subject=,2019-08-22T14:37:44.000-0400
CYP21A2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CYP21A2&subject=,2017-05-31T15:00:45.000-0400
CYP24A1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CYP24A1&subject=,2017-05-31T16:36:52.000-0400
CYP27A1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CYP27A1&subject=,2017-05-31T20:57:09.000-0400
CYP4F22,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CYP4F22&subject=,2017-05-31T12:39:31.000-0400
CYP4V2,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=CYP4V2&subject=,2018-11-12T09:22:52.000-0500
D2HGDH,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=D2HGDH&subject=,2017-05-31T22:31:33.000-0400
DARS2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DARS2&subject=,2018-11-12T08:46:05.000-0500
DAZ1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DAZ1&subject=,2017-05-12T10:06:35.000-0400
DBH,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DBH&subject=,2018-10-25T10:18:44.000-0400
DBT,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DBT&subject=,2017-05-31T23:37:51.000-0400
DCHS1,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DCHS1&subject=,2018-08-31T15:02:23.000-0400
DCLRE1C,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DCLRE1C&subject=,2018-10-16T11:09:18.000-0400
DCX,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DCX&subject=,2019-08-22T11:49:27.000-0400
DCXR,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DCXR&subject=,2018-10-17T12:09:45.000-0400
DDB2,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DDB2&subject=,2019-01-07T09:51:42.000-0500
DDHD1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DDHD1&subject=,2017-06-01T02:20:29.000-0400
DDOST,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DDOST&subject=,2018-10-17T12:09:21.000-0400
DDX3X,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DDX3X&subject=,2019-08-28T12:50:03.000-0400
DGKE,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DGKE&subject=,2018-10-17T15:36:11.000-0400
DGUOK,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DGUOK&subject=,2018-10-18T08:58:28.000-0400
DHCR7,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DHCR7&subject=,2018-10-10T16:31:17.000-0400
DHODH,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DHODH&subject=,2018-10-23T10:50:45.000-0400
DHX57,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DHX57&subject=,2018-10-08T14:44:58.000-0400
DICER1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DICER1&subject=,2019-08-22T16:25:18.000-0400
DIP2A,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DIP2A&subject=,2019-01-23T12:09:44.000-0500
DIRAS3,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DIRAS3&subject=,2017-06-01T05:15:18.000-0400
DISC1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DISC1&subject=,2017-05-31T11:07:31.000-0400
DISP1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DISP1&subject=,2017-05-31T17:42:39.000-0400
DKC1,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DKC1&subject=,2019-01-04T16:34:20.000-0500
DLG2,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLG2&subject=,2018-11-28T12:07:31.000-0500
DLG3,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLG3&subject=,2019-08-22T14:38:56.000-0400
DLGAP2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLGAP2&subject=,2017-06-01T03:25:16.000-0400
DLK1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLK1&subject=,2017-05-31T10:29:24.000-0400
DLX1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLX1&subject=,2017-05-31T23:14:35.000-0400
DLX2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLX2&subject=,2017-05-31T19:17:40.000-0400
DLX5,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLX5&subject=,2017-06-01T06:09:00.000-0400
DLX6,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DLX6&subject=,2017-06-01T04:49:55.000-0400
DMD,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DMD&subject=,2019-08-22T14:37:32.000-0400
DMP1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DMP1&subject=,2017-06-01T04:40:36.000-0400
DMRT1,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DMRT1&subject=,2017-05-31T17:09:04.000-0400
DMRT2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DMRT2&subject=,2017-05-31T15:20:35.000-0400
DMXL2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DMXL2&subject=,2017-05-31T17:17:44.000-0400
DNAAF1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNAAF1&subject=,2018-10-17T12:13:50.000-0400
DNAH11,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNAH11&subject=,2018-10-18T09:13:22.000-0400
DNAH5,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNAH5&subject=,2018-10-16T12:31:27.000-0400
DNAI1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNAI1&subject=,2018-11-12T08:21:46.000-0500
DNAI2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNAI2&subject=,2018-10-16T14:04:02.000-0400
DNAJB6,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNAJB6&subject=,2017-05-31T21:14:11.000-0400
DNAJC6,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNAJC6&subject=,2018-10-17T10:18:42.000-0400
DNASE1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNASE1&subject=,2017-06-01T03:39:36.000-0400
DNMT3A,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DNMT3A&subject=,2018-04-29T06:34:25.000-0400
DOCK7,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DOCK7&subject=,2018-10-23T08:53:44.000-0400
DOCK8,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DOCK8&subject=,2019-01-07T09:51:56.000-0500
DOK7,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DOK7&subject=,2018-10-18T10:22:25.000-0400
DPAGT1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DPAGT1&subject=,2018-10-23T10:51:21.000-0400
DPM1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DPM1&subject=,2018-10-18T09:15:54.000-0400
DPM3,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DPM3&subject=,2017-05-31T20:05:28.000-0400
DPP6,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DPP6&subject=,2019-06-26T12:38:44.000-0400
DPYD,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DPYD&subject=,2018-05-24T17:00:57.000-0400
DPYS,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DPYS&subject=,2017-05-31T13:30:47.000-0400
DRD5,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DRD5&subject=,2017-06-01T05:51:03.000-0400
DSC2,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSC2&subject=,2019-01-07T09:50:15.000-0500
DSC3,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSC3&subject=,2017-06-01T03:47:00.000-0400
DSCAM,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSCAM&subject=,2019-08-28T12:54:39.000-0400
DSE,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSE&subject=,2017-06-01T04:12:34.000-0400
DSG2,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSG2&subject=,2017-05-31T23:23:26.000-0400
DSG4,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSG4&subject=,2018-10-16T11:18:19.000-0400
DSP,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSP&subject=,2017-05-31T09:23:10.000-0400
DSPP,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DSPP&subject=,2017-05-31T16:18:41.000-0400
DYM,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DYM&subject=,2017-12-06T20:02:51.000-0500
DYNC2H1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DYNC2H1&subject=,2017-06-01T05:47:40.000-0400
DYRK1A,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=DYRK1A&subject=,2019-08-22T10:40:15.000-0400
EARS2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EARS2&subject=,2018-10-17T11:19:49.000-0400
EBP,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EBP&subject=,2019-08-22T14:52:19.000-0400
EDA,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EDA&subject=,2019-08-22T14:00:10.000-0400
EDNRB,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EDNRB&subject=,2019-08-22T11:52:33.000-0400
EFNB1,Sufficient Evidence for Haploinsufficiency,Minimal Evidence for Triplosensitiivty,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EFNB1&subject=,2019-08-22T13:59:50.000-0400
EFTUD2,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EFTUD2&subject=,2019-08-22T14:53:22.000-0400
EGR2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EGR2&subject=,2017-05-31T21:18:20.000-0400
EHMT1,Sufficient Evidence for Haploinsufficiency,Minimal Evidence for Triplosensitiivty,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EHMT1&subject=,2019-08-22T11:53:59.000-0400
EIF2AK3,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EIF2AK3&subject=,2017-05-31T12:36:32.000-0400
EIF2B1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EIF2B1&subject=,2017-05-31T14:08:06.000-0400
EIF2B3,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EIF2B3&subject=,2018-10-16T14:03:43.000-0400
EIF4A3,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EIF4A3&subject=,2018-10-25T09:19:27.000-0400
ELAVL2,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ELAVL2&subject=,2018-11-28T12:49:07.000-0500
ELK1,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ELK1&subject=,2017-05-31T15:08:54.000-0400
ELN,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ELN&subject=,2019-08-22T11:55:53.000-0400
ELOA3,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ELOA3&subject=,2017-05-12T09:28:21.000-0400
EMX2,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EMX2&subject=,2017-06-01T06:55:57.000-0400
EN2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EN2&subject=,2017-10-27T14:36:35.000-0400
ENG,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ENG&subject=,2019-08-22T16:22:13.000-0400
ENO3,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ENO3&subject=,2017-05-31T20:33:20.000-0400
ENPP1,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ENPP1&subject=,2018-10-16T13:42:26.000-0400
EP300,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EP300&subject=,2019-08-22T14:43:33.000-0400
EPB42,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EPB42&subject=,2018-10-17T10:48:02.000-0400
EPM2A,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EPM2A&subject=,2018-11-13T09:54:28.000-0500
EPS8,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EPS8&subject=,2018-02-07T10:18:57.000-0500
ERCC1,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ERCC1&subject=,2018-10-17T11:09:10.000-0400
ERCC2,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ERCC2&subject=,2019-01-07T10:08:18.000-0500
ERCC5,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ERCC5&subject=,2019-01-07T10:28:26.000-0500
ERCC6L2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ERCC6L2&subject=,2018-10-25T09:50:26.000-0400
ERCC8,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ERCC8&subject=,2018-10-16T12:21:21.000-0400
ERF,Some Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ERF&subject=,2017-05-31T15:27:34.000-0400
ERMARD,Minimal Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ERMARD&subject=,2017-06-01T01:48:50.000-0400
ESCO2,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ESCO2&subject=,2017-06-01T05:48:54.000-0400
ESPN,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ESPN&subject=,2018-02-07T11:00:15.000-0500
ETFB,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ETFB&subject=,2018-10-17T13:06:52.000-0400
ETFDH,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=ETFDH&subject=,2017-05-31T18:30:41.000-0400
EVC2,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EVC2&subject=,2017-05-31T17:34:10.000-0400
EVX2,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EVX2&subject=,2017-05-12T05:42:49.000-0400
EXOSC3,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EXOSC3&subject=,2018-10-22T15:33:57.000-0400
EXPH5,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EXPH5&subject=,2018-10-17T11:15:49.000-0400
EXT1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EXT1&subject=,2019-08-13T14:41:34.000-0400
EXT2,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EXT2&subject=,2019-08-13T14:49:27.000-0400
EYA1,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EYA1&subject=,2019-08-13T14:42:28.000-0400
EYA4,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EYA4&subject=,2019-08-22T14:34:39.000-0400
EYS,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=EYS&subject=,2017-06-01T03:40:23.000-0400
F10,Gene Associated with Autosomal Recessive Phenotype,,https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=F10&subject=,2017-05-31T14:10:48.000-0400
